,champion,voice_line,is_spoken,gender,role,win_rate,pick_rate,ban_rate,region
27026,Xayah,They're too busy making stupid high school plans.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27027,Xayah,Why can't the Star Guardians just embrace destruction?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27028,Xayah,But… we died.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27029,Xayah,Being alone with you was very romantic. I wanna go back.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27030,Xayah,Didn't we… die there?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27031,Xayah,No. Those cool swoopy flowy scarf things. I want a blue one.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27032,Xayah,Shoes?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27033,Xayah,What are those things the Star Guardians wear?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27034,Xayah,"That attitude won't protect you, Jinx. Trust me. I know.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27035,Xayah,What? Did you… say something?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27036,Xayah,"You're young, Lulu, so let me give you some advice. Ditch those losers.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27037,Xayah,"Must've been hard to watch me die, Sarah. Let me return the favor.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27038,Xayah,The heart is the biggest target.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27039,Xayah,It's pandemonium out there.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27040,Xayah,You're gonna have a bad time.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27041,Xayah,You seem alive. Let's fix that.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27042,Xayah,How 'bout some cool new scars?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27043,Xayah,"All edge, all the time.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27044,Xayah,I fight for myself.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27045,Xayah,Give up. Now.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27046,Xayah,Choke on some space knives.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27047,Xayah,Have it your way!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27048,Xayah,You're gonna fight me?!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27049,Xayah,"Hey, you. Your jokes are bad.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27050,Xayah,Hey! You almost took my hand off!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27051,Xayah,"Yeah, yeah, I'll feed you.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27052,Xayah,"Wow, I'm so threatened. You're so threatening.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27053,Xayah,Saki! You're making us look crazy.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27054,Xayah,Time for you to die.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27055,Xayah,"Okay. Calm down, Saki.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27056,Xayah,You're really in for it now.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27057,Xayah,"Ugh, footie pajamas? You guys are the worst.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27058,Xayah,Stop trying to make Star Guardian happen. It's not gonna happen.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27059,Xayah,"I know you turned me against my friends, Zoe. Now, you'll pay for it.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27060,Xayah,Heh. Syndra. I was wondering when you'd show up.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27061,Xayah,Soraka. Are you really that dense or just afraid to tell them the truth?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27062,Xayah,"Rakan, get back over here and stop trying to heroically sacrifice yourself. You look ridiculous.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27063,Xayah,"So you're good and I'm evil? Great, Poppy. We understand each other.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27064,Xayah,"Thanks for leading us to the Star Guardians, Neeko. Now, you get to die first.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27065,Xayah,"(Distant) ""Look out!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27066,Xayah,"(Nearby) ""Be safe!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27067,Xayah,Remember that time on the lonely planet?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27068,Xayah,"(Nearby) ""Careful!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27069,Xayah,Ouch. I'm going to need some aloe.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27070,Xayah,I'm insulted? I don't know.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27071,Xayah,You call that being a vampire?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27072,Xayah,You call that a rebellious nature?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27073,Xayah,You're gross. Never change.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27074,Xayah,Your talking is not improving this wonderful silence.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27075,Xayah,But is it really okay?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27076,Xayah,I want to travel the world with you.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27077,Xayah,I want your happiness to evaporate.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27078,Xayah,"Where can I get one of those delightful chthonic god-clutch purses? Does it come in purple? The god, not the bag.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27079,Xayah,"When I'm done with Ionia, I'll come for Demacia.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27080,Xayah,Is this another timeline where I beat you up again?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27081,Xayah,"I wasn't listening to what you said, but I sure am outraged.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27082,Xayah,"Wait, magic powered sword legs? Is this a joke?",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27083,Xayah,I can't wait to burst your bubble.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27084,Xayah,"I don't want to hurt you, space dragon. We could be such good friends.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27085,Xayah,"Aw, poor sad little mummy! I just want to take you home.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27086,Xayah,We were not made to fight each other.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27087,Xayah,"I don't want to spill Vastayan blood, Rengar.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27088,Xayah,"You betray your heritage, Ahri.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27089,Xayah,You want to be mortal? You are mu'takl.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27090,Xayah,Okay. Who invited the Yordle?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27091,Xayah,Yordles are the reason no-one takes us Vastaya seriously.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27092,Xayah,Yordles. Why did it have to be Yordles?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27093,Xayah,Mages are lucky if they can cast a minor hex.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27094,Xayah,Mages. Too insufferable to live.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27095,Xayah,Who does your wardrobe? Fire them. Immediately.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27096,Xayah,Watch your tongue - and your back.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27097,Xayah,Say that to my feathers.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27098,Xayah,Xayah tries to fly but falls to the ground.,False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27099,Xayah,Violence is my favorite form of negotiation.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27100,Xayah,Cut by a feather? So delicate.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27101,Xayah,A thousand cuts is only the beginning.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27102,Xayah,I always find a weak spot.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27103,Xayah,I don't speak compromise.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27104,Xayah,"Hm, what shall I cut off?",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27105,Xayah,Hear. My. Words!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27106,Xayah,A dance with me ends in blood.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27107,Xayah,Keep up.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27108,Xayah,This is a preemptive 'No'.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27109,Xayah,This is how I deal with unwanted attention.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27110,Xayah,Call me cute again.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27111,Xayah,Compromise. It's a pain.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27112,Xayah,Dance.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27113,Xayah,Dance like your life depends on it.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27114,Xayah,Dust it off!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27115,Xayah,"Alright, put your back in to it!",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27116,Xayah,"Aw, yeah, come on!",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27117,Xayah,"Aw, yeah, let's get down!",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27118,Xayah,Get down with me!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27119,Xayah,Xayah laughs.,False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27120,Xayah,Just... no.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27121,Xayah,Behold. I am depleted of cares.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27122,Xayah,Hahaha... I don't know what that is.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27123,Xayah,"Next time, try using more hard 'k' sounds.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27124,Xayah,I'm not laughing. I needed to say that just so you understand.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27125,Xayah,Damnit!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27126,Xayah,Don't embarrass me.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27127,Xayah,How am I supposed to work with - whatever this is?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27128,Xayah,"Make me look good, and I'll make you look good, got it?",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27129,Xayah,Block the hits for me - please?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27130,Xayah,Tavern brawls just seem to find me.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27131,Xayah,Victors are the sole authors of history. Time to write our chapter.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27132,Xayah,Talking to people makes me want to stab them... so I do.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27133,Xayah,"If our existence is everyone else's chaos, so be it.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27134,Xayah,Talking to anybody about anything is never on my to-do list.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27135,Xayah,No-one will block my path.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27136,Xayah,Rebellion puts the fire in my blood.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27137,Xayah,We Vastaya are only half of our full glory.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27138,Xayah,They say I don't know when to quit. Like that's a weakness.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27139,Xayah,All women desire Rakan. Like they'd know what to do with him.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27140,Xayah,I will rest when our homelands are restored.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27141,Xayah,Our Vastayan essence fades with each passing day.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27142,Xayah,"Oh, I was born to ruffle feathers.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27143,Xayah,Compromise is so unsatisfying.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27144,Xayah,"I'll do whatever needs to be done - twice, just to be sure.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27145,Xayah,Sabotage takes patience and time - and lots of feather daggers.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27146,Xayah,Let's cut 'em to ribbons.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27147,Xayah,"Ah, silence, so golden. Like Rakan. Kind of miss him. Even if he is... noisy.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27148,Xayah,"We pledged ourselves to each other in the middle of a tavern brawl. The whole place reeked of vomit, sweat and blood. It was so romantic!",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27149,Xayah,"They'll probably label me a war criminal one day, but not today.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27150,Xayah,I'm just an ordinary girl. An ordinary girl with an infinite supply of death quills.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27151,Xayah,The world owes the Vastaya a great debt. I'm here to collect.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27152,Xayah,"The Vastayan named the world. We named the trees, the wind, the mountains. We know their power.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27153,Xayah,"If love is feeling so deeply for another that you want to chew your way under their skin, then I love Rakan... ",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27154,Xayah,"Fine, I'll just be over here... sharpening my feathers.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27155,Xayah,I can never resist an invitation to dance.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27156,Xayah,"(Distant) ""Be safe!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27157,Xayah,Chaos is the preferred state of nature.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27158,Xayah,My feathers are priceless.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27159,Xayah,Xayah chants.,False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27160,Xayah,I really hate anyone who's not me - or Rakan.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27161,Xayah,"If we do this right, only one of us get shot.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27162,Xayah,You're not bad for someone who isn't Rakan.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27163,Xayah,Get out there and take a bullet for me - like a gentleman.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27164,Xayah,I will punch your soul in the face.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27165,Xayah,The next one to call me 'edgy' is getting choked to death.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27166,Xayah,I can't even--- I don't know where to begin.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27167,Xayah,Can I just hate you to death?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27168,Xayah,"Please, don't make me tryhard. I'm not in the mood.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27169,Xayah,Am I supposed to be intimidated right now? I'm not sure what's going on.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27170,Xayah,I'm going to murder you a thousand times.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27171,Xayah,"Please, for the sake of us both, go far away.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27172,Xayah,I'm about to ruin your day.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27173,Xayah,"If I vanish, what would you do?",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27174,Xayah,Ionia's meddling birthed our rebellion.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27175,Xayah,"Once, magic was everywhere, or as the Vastaya say: (chants)",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27176,Xayah,Ionia used to be so nice - before humans tamed all that wild cataclysmic magic.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27177,Xayah,Pandemonium follows me everywhere I go. It's like a puppy I once fed... ,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27178,Xayah,"I prefer to work at night, because, y'know, the sun? Bright? Yuck!",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27179,Xayah,Cloudy days are my favorite.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27180,Xayah,"Sometimes people die for a good cause - namely, mine. That's why I'm an optimist.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27181,Xayah,"I hate flowers. Tiny skulls stuffed with twigs, on the other hand... ",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27182,Xayah,Magic is not some river that can be easily channeled. It is a churning sea that goes where it pleases.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27183,Xayah,Ionians never learn.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27184,Xayah,"If Rakan were here, I'd make out with him until his ears bled. He loves it when I do that.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27185,Xayah,Spiders are my spirit animal.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27186,Xayah,Humans. They're so very blind.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27187,Xayah,"Nature is wild and untamed, not balanced.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27188,Xayah,"Nature bends towards chaos. Give in, or break.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27189,Xayah,They make chaos dance.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27190,Xayah,"Move your feet, or lose some toes.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27191,Xayah,Listening. Such a simple concept.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27192,Xayah,I hate surprises - unless I'm doing the surprising.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27193,Xayah,I never walk into a trap unprepared.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27194,Xayah,This is ambush territory.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27195,Xayah,"Let's have a look-see, shall we?",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27196,Xayah,I need a strategic viewpoint.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27197,Xayah,Eyeball in the grass.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27198,Xayah,"Sometimes, I have to watch my own back.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27199,Xayah,I must know their every move.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27200,Xayah,But how much does it cost for me?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27201,Xayah,Do I really need this? Ah... yes.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27202,Xayah,Hook me up with that magical creature discount?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27203,Xayah,Is this ethically sourced?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27204,Xayah,Where did you get all these wonderful things?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27205,Xayah,"I know I'm being price gouged, but I'll splurge.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27206,Xayah,All out of second chances. Sorry.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27207,Xayah,I am totally pulling this off.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27208,Xayah,I want to buy all the things!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27209,Xayah,This is overpriced - but I must have it.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27210,Xayah,They dropped something. Their guard.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27211,Xayah,They mindlessly marched right to their deaths - like everyone in Noxus.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27212,Xayah,"Don't feel bad, they're just magically animated sheets of cloth.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27213,Xayah,That was too easy - but so much fun.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27214,Xayah,"Nothing is ever easy, but that was really easy.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27215,Xayah,Next.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27216,Xayah,Good henchmen are hard to find.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27217,Xayah,"Shoddy construction, through and through.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27218,Xayah,"Hm, poor construction. No standards.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27219,Xayah,"See the enemy, know their mind.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27220,Xayah,They should really get a refund from those masons.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27221,Xayah,Rebellions thrive on intelligence.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27222,Xayah,"Die, little inanimate spy.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27223,Xayah,"(Distant) ""Careful!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27224,Xayah,"(Nearby) ""Watch it!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27225,Xayah,"(Distant) ""Watch it!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27226,Xayah,"(Nearby) ""Danger zone!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27227,Xayah,"(Distant) ""Danger zone!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27228,Xayah,"(Nearby) ""Oh, hell nope!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27229,Xayah,"(Distant) ""Oh, hell nope!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27230,Xayah,"(Nearby) ""This is bad!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27231,Xayah,"(Distant) ""This is bad!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27232,Xayah,"(Nearby) ""I don't like this!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27233,Xayah,"(Distant) ""I don't like this!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27234,Xayah,"(Nearby) ""SOS!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27235,Xayah,"(Distant) ""SOS!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27236,Xayah,"(Nearby) ""Oh no, oh no!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27237,Xayah,"(Distant) ""Oh no, oh no!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27238,Xayah,"(Nearby) ""Somebody?""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27239,Xayah,"(Distant) ""Somebody?""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27240,Xayah,"(Nearby) ""Oh crap, oh crap!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27241,Xayah,"(Distant) ""Oh crap, oh crap!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27242,Xayah,"(Nearby) ""Yipes!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27243,Xayah,"(Distant) ""Yipes!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27244,Xayah,"(Nearby) ""Help!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27245,Xayah,"(Distant) ""Help!""",False,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27246,Xayah,"Well, that's just an invasion of privacy.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27247,Xayah,There's more than one way to blind an enemy.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27248,Xayah,Good thing I didn't do anything embarrassing.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27249,Xayah,Found one! Killed it.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27250,Xayah,And they won't be needing that any more.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27251,Xayah,Another Vastayan victory.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27252,Xayah,What the heck? I deserve it.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27253,Xayah,Each totem that falls strengthens the Vastayan cause.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27254,Xayah,That was for the Vastaya.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27255,Xayah,I'm overcome with emotion.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27256,Xayah,Got what they deserved.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27257,Xayah,"And an F, for effort.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27258,Xayah,Thanks for the dance.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27259,Xayah,Anyone else want to try?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27260,Xayah,"As far as obstacles go, that was about a... three out of ten?",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27261,Xayah,What? They were in my way.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27262,Xayah,Feathers fly!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27263,Xayah,"Oops, your bad.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27264,Xayah,"Oops, your bad!",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27265,Xayah,Pinned!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27266,Xayah,We rise.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27267,Xayah,Gotcha.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27268,Xayah,Didn't see that coming?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27269,Xayah,Nuh uh!,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27270,Xayah,It's only a little prick.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27271,Xayah,I leave nasty scars.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27272,Xayah,"Yay, someone to throw knives at.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27273,Xayah,Ever been stabbed by a feather?,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27274,Xayah,This was our world first.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27275,Xayah,A Vastayan feather is a kingly gift.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27276,Xayah,My last nerve is long gone.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27277,Xayah,"When I dance, I lead.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27278,Xayah,Quit crying! It's just a feather.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27279,Xayah,Threading the needle.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27280,Xayah,"Okay, so we're doing this.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27281,Xayah,"Well, they tried to stop me.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27282,Xayah,"Well, that's done.",True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
27283,Xayah,Few can keep up with me.,True,Female,Marksman,48.16%,3.5%,0.48%,Ionia
