,champion,voice_line,is_spoken
26681,Renata_Glasc,You know what to do.,True
26682,Renata_Glasc,That's an order!,True
26683,Renata_Glasc,Don't make me ask again.,True
26684,Renata_Glasc,Sic 'em.,True
26685,Renata_Glasc,I'll bill you later!,True
26686,Renata_Glasc,"Now, this is synergy.",True
26687,Renata_Glasc,Disrupting the market!,True
26692,Renata_Glasc,Kill them and suffer!,True
26693,Renata_Glasc,You work for me now!,True
26694,Renata_Glasc,My latest product!,True
26695,Renata_Glasc,Time to make some new business partners.,True
26696,Renata_Glasc,"Renata laughs. ""Progress.""",False
26697,Renata_Glasc,Ready to take control.,True
26698,Renata_Glasc,Remember who helped you in your hour of need.,True
26700,Renata_Glasc,I'm sure my parents would be proud.,True
26701,Renata_Glasc,You owe me.,True
26702,Renata_Glasc,Loyalty is rewarded.,True
26703,Renata_Glasc,Someday I will call upon you to do something for me.,True
26704,Renata_Glasc,Nothing's free. All I ask is your loyalty.,True
26705,Renata_Glasc,Let the world know the generosity of Renata Glasc.,True
26706,Renata_Glasc,"Well done, pet.",True
26707,Renata_Glasc,"I have no regrets, but I bet somebody does.",True
26708,Renata_Glasc,"Ah, the price of progress.",True
26709,Renata_Glasc,You don't deserve nice things.,True
26710,Renata_Glasc,Never cross Renata Glasc!,True
26711,Renata_Glasc,"My profit, your loss.",True
26712,Renata_Glasc,This is why all my products are five stars.,True
26713,Renata_Glasc,Poor thing.,True
26714,Renata_Glasc,It's just business.,True
26715,Renata_Glasc,Let's see Hextech do that!,True
26716,Renata_Glasc,Your hextech won't save you.,True
26717,Renata_Glasc,"Give my parents my love, won't you?",True
26718,Renata_Glasc,"You were regrettably expendable, my dear.",True
26719,Renata_Glasc,"The work is never over, and I love my work!",True
26720,Renata_Glasc,"Alright, let's go make my accountant cry!",True
26721,Renata_Glasc,"Is that a stain? Ugh, now I need a whole new suit!",True
26722,Renata_Glasc,"Renata coughs. ""Ugh, I need a breather.""",False
26723,Renata_Glasc,I expect to see progress when I get back.,True
26724,Renata_Glasc,The boss shouldn't have to be in the factory for the work to get done.,True
26725,Renata_Glasc,Finally... I can see them again...,True
26726,Renata_Glasc,Renata suffocates.,False
26730,Renata_Glasc,Mistakes were made.,True
26731,Renata_Glasc,"This decanter had better be indestructible, or somebody is getting fired!",True
26732,Renata_Glasc,No! I will not die before Piltover falls!,True
26733,Renata_Glasc,Time to collect what I'm owed.,True
26734,Renata_Glasc,"Blood is a big expense. Luckily, I'm rich.",True
26735,Renata_Glasc,I'll make them forget they ever saw me stumble.,True
26736,Renata_Glasc,For the needy.,True
26737,Renata_Glasc,They ought to thank me.,True
26738,Renata_Glasc,A worthy investment.,True
26739,Renata_Glasc,A charitable donation.,True
26740,Renata_Glasc,I'm a giver.,True
26741,Renekton,"As I live, all will die!",True
26742,Renekton,Chaos will follow.,True
26743,Renekton,All will suffer as I have!,True
26744,Renekton,Make this hurt...,True
26745,Renekton,Shred their fragile bodies!,True
26746,Renekton,They will feel pain they've never imagined!,True
26747,Renekton,Massacre them!,True
26748,Renekton,"Trapped in a box so long Xerath, they never should have let us out!",True
26749,Renekton,"Xerath, we will give them what they deserve...",True
26750,Renekton,There is no retreat.,True
26751,Renekton,Welcome the havoc.,True
26752,Renekton,Destruction approaches.,True
26753,Renekton,Lavish brutality.,True
26755,Renekton,Who's next on the chopping block?,True
26756,Renekton,Nothing will stop me!,True
26757,Renekton,Nasus cannot escape me forever!,True
26758,Renekton,The slaughter will never end!,True
26759,Renekton,Come back when you've collected all the bits of yourself!,True
26760,Renekton,"You should have done a better job locking me away, Nasus!",True
26761,Renekton,"You are not my brother, traitor!",True
26762,Renekton,What? Do I have someone in my teeth?,True
26763,Renekton,Renekton laughs.,False
26767,Renekton,Renekton growls.,False
26771,Renekton,Renekton grunts.,False
26791,Renekton,I will spare no one!,True
26792,Renekton,I will gut you all!,True
26793,Renekton,I will tear the world asunder!,True
26794,Renekton,Now you will know agony!,True
26795,Renekton,Renekton roars.,False
26804,Renekton,Embrace the jaws of death.,True
26805,Renekton,I'll leave them in pieces!,True
26806,Renekton,Carnage.,True
26807,Renekton,Bask in their blood!,True
26808,Renekton,"Light meat, dark meat, it's all the same.",True
26809,Renekton,Renekton laughs frantically.,False
26811,Renekton,No suffering is too great!,True
26812,Renekton,Oceans of blood!,True
26814,Renekton,Renekton roars and growls.,False
26815,Renekton,What I've seen. What I could have been! All gone.,True
26816,Renekton,I'm PROJECT's experiment. And it's nightmare.,True
26817,Renekton,And what do the PROJECT overlords have in store for me today?,True
26818,Renekton,The virus cannot devour what I have already crushed.,True
26819,Renekton,"No humanity to lose, not anymore.",True
26820,Renekton,"Caution protocol, offline!",True
26821,Renekton,This city falls when I say so.,True
26822,Renekton,"Meat, metal, that's all there is.",True
26823,Renekton,Dare to face transcended humanity!,True
26824,Renekton,"When I light up, they better run.",True
26825,Renekton,"Just following orders, but I do enjoy them.",True
26826,Renekton,Guns and augments lead to...accidents.,True
26827,Renekton,The carnage is just beginning!,True
26828,Renekton,"Once I've destroyed Program, I'll come for PROJECT.",True
26829,Renekton,Inilitize charnel protocol.,True
26830,Renekton,"They think my rage is useful, for now.",True
26831,Renekton,"PROJECT's first line of defense, a deadly offense!",True
26832,Renekton,So close to transcendence.,True
26833,Renekton,No one controls me...I don't control me.,True
26834,Renekton,Always optimized! Rarely in compliance.,True
26835,Renekton,Next-gen slaughter tech!,True
26836,Renekton,Weapons grade fury!,True
26837,Renekton,PROJECT makes me. I make the mess.,True
26838,Renekton,This world is obsolete.,True
26839,Renekton,My own brother wouldn't recognize me in this suit.,True
26840,Renekton,Hardwired for wetwork.,True
26841,Renekton,Blood on my chassis!,True
26842,Renekton,Corrosion gnaws at everything.,True
26843,Renekton,"My suit responds to me, and me alone!",True
26844,Renekton,I like it when they die quick.,True
26845,Renekton,No future in this city! Or outside it.,True
26846,Renekton,Modified for bloodshed!,True
26847,Renekton,"I can't leave this world, but I can tear it to shreds.",True
26848,Renekton,I'm PROJECT's background daemon. Terminating rogue processes.,True
26849,Renekton,"When they upgraded me, I lost everything...Except my rage.",True
26850,Renekton,Augmented beyond human ability! And human pity.,True
26851,Renekton,I glimpsed a better future. Glorious! Transcendent! But not for me.,True
26852,Renekton,"I volunteered, thought I'd become a god...Stupid.",True
26853,Renekton,"My arm, my suit, my blade! What's the difference? All built for butchery.",True
26854,Renekton,"I went instead, so  Nasus wouldn't become...this. Should have let him go.",True
26855,Renekton,"When corporate needs someone liquidated, they send me!",True
26856,Renekton,Not much left of who I was.,True
26857,Renekton,"Not much left of anyone I faced either.""",False
26858,Renekton,The Program's even more dangerous than me! I take that personally.,True
26859,Renekton,"We're temporary allies, Ashe, I'll kill you the second I can.",True
26860,Renekton,"PROJECT's come a long way since you, Master Yi.",True
26861,Renekton,"Thought PROJECT beat you already Mordekaiser, but I guess it didn't send me.",True
26862,Renekton,"Am I talking to you, Pyke? Or are you just another backup.",True
26863,Renekton,"G/NETIC rebels? PROJECT is the only future, Sejuani.",True
26864,Renekton,"Made it out of cyberspace, Senna? I'll send you back.",True
26865,Renekton,"Planned obsolescence, Sylas? My plan, your obsolescence",True
26866,Renekton,"Varus, there's three of you, and you're still no match for me.",True
26867,Renekton,"I'm what you could have been, Warwick. What a waste.",True
26868,Renekton,Corrupted code detected.,True
26869,Renekton,You think I'm on your side? I'm on no one's side!,True
26870,Renekton,I'm the future of humanity! Try to keep up.,True
26871,Renekton,"Renekton scoffs. ""Mute your mic.""",False
26872,Renekton,Renekton rides his cleaver like a skateboard.,False
26873,Renekton,How many assassins does it take to slaughter a boardroom? Just me.,True
26874,Renekton,That's a joke? You're the joke!,True
26875,Renekton,Renekton Laughs.,False
26880,Renekton,Blade engaged!,True
26881,Renekton,Leathality amplified!,True
26882,Renekton,Offline.,True
26883,Renekton,Erased!,True
26884,Renekton,Your codes broken.,True
26885,Renekton,Retiring vital systems!,True
26886,Renekton,Rendering!,True
26887,Renekton,Inferioir!,True
26888,Renekton,Defragmenting!,True
26889,Renekton,Streamlining.,True
26890,Renekton,Decommision queued!,True
26891,Renekton,Reflexes overclocked!,True
26892,Renekton,Pah. Pathetic.,True
26893,Renekton,Terminate.,True
26894,Renekton,PROJECT's orders.,True
26903,Renekton,Rebooting subroutines. Upgrade initiated.,True
26904,Renekton,"I was floating through infinity, and now I'm back here!",True
26905,Renekton,New modifications available.,True
26906,Renekton,Free for a moment...,True
26907,Renekton,Renekton yells.,False
26909,Renekton,"For a moment, but no...back to the metal cage.",True
26911,Renekton,"Out of cyberspace, into the suit, again.",True
26966,Renekton,I'll leave you all in pieces!,True
26967,Renekton,"You will not escape me, Nasus!",True
26969,Renekton,"One day, you will suffer!",True
26970,Rengar,"Tonight, we hunt!",True
26971,Rengar,A true hunter never rests.,True
26972,Rengar,Walk the killer's path.,True
26973,Rengar,I seek only the strongest.,True
26974,Rengar,Catch their trail.,True
26975,Rengar,Comfort breeds weakness.,True
26977,Rengar,The scent of prey.,True
26978,Rengar,Monsters can be made to fear.,True
26979,Rengar,Strike when ready.,True
26980,Rengar,There is the hunter and the hunted.,True
26981,Rengar,Whose head shall I take?,True
26982,Rengar,You have a warrior's heart. I think I'll take it.,True
26983,Rengar,You've earned a good death. I've earned the kill.,True
26984,Rengar,All these trophies... I'm gonna need a bigger den!,True
26985,Rengar,So much bloodshed... This is my kind of place!,True
26986,Rengar,Rengar laughs.,False
26990,Rengar,A fitting prize.,True
26991,Rengar,Nothing will escape.,True
26992,Rengar,Carve off a souvenir.,True
26993,Rengar,Another piece for my collection.,True
26994,Rengar,Their heads will adorn my wall.,True
26995,Rengar,Lesser creature.,True
26996,Rengar,Let's see what they're made of.,True
26997,Rengar,Each Trophy a victory.,True
26998,Rengar,Remember every kill.,True
26999,Rengar,Spoils of the hunt.,True
27000,Rengar,Never return empty-handed.,True
27001,Rengar,A token of my conquests.,True
27003,Rengar,A fine collection.,True
27004,Rengar,"More prey, more prizes.",True
27005,Rengar,Leave only a trail of bodies.,True
27006,Rengar,What a glorious hunt!,True
27007,Rengar,Rengar Growls,False
27011,Rengar,Rengar Roars,False
27016,Rengar,Let's fight!,True
27021,Rengar,Don't trip.,True
27023,Rengar,Listen.,True
27024,Rengar,Focus.,True
27025,Rengar,Rengar growls.,False
27028,Rengar,Heart beats.,False
27030,Rengar,"I see you, wretched creature!",True
27031,Rengar,"I've found you, beast!",True
27032,Riven,What is broken can be reforged.,True
27033,Riven,Learn from your mistakes.,True
27034,Riven,So long I've wandered... ,True
27035,Riven,How should I proceed?,True
27036,Riven,My spirit is not lost.,True
27037,Riven,Burdens of the past.,True
27038,Riven,What conflict awaits?,True
27039,Riven,Choose your own path.,True
27040,Riven,My hands are stained.,True
27042,Riven,A sword mirrors its owner.,True
27043,Riven,I know my purpose.,True
27044,Riven,A moment of clarity.,True
27045,Riven,Leave doubt behind.,True
27046,Riven,No more hesitation.,True
27047,Riven,No looking back.,True
27048,Riven,A broken blade is more than enough for the likes of you!,True
27049,Riven,You are beyond redemption!,True
27050,Riven,I knew I should have sprung for the blade warranty.,True
27051,Riven,This is why I spend so much time sheath shopping.,True
27052,Riven,Riven laughs.,False
27056,Riven,So much death.,True
27057,Riven,A necessary strike.,True
27058,Riven,It must come to pass.,True
27059,Riven,They've crossed the line.,True
27060,Riven,For those who were lost.,True
27061,Riven,Violence to end violence.,True
27062,Riven,To serve the greater good.,True
27063,Riven,I am awakened.,True
27064,Riven,There is no other way.,True
27065,Riven,They cannot go unpunished!,True
27066,Riven,The time for talk is over.,True
27067,Riven,Sacrifices must be made.,True
27068,Riven,"An announcer yells ""KO!"".",False
27069,Riven,I light the way out of darkness.,True
27070,Riven,Righteousness binds us together.,True
27071,Riven,I am the conquering light.,True
27072,Riven,There is no grey; only light and dark.,True
27073,Riven,"Yesterday was darkness. Tomorrow, we wake.",True
27074,Riven,The universe waits and trembles.,True
27075,Riven,The triumphant move together. We are not alone.,True
27076,Riven,Adversity is the first path to truth.,True
27077,Riven,And all that's best of dark and bright...,True
27078,Riven,Order and chaos... aligned?,True
27079,Riven,The universe is unbalanced.,True
27080,Riven,"From nothing, there will always come two.",True
27081,Riven,I am here.,True
27082,Riven,The world waits for our blades to meet.,True
27083,Riven,They will wait no longer.,True
27084,Riven,"Demon, the time is upon us.",True
27085,Riven,I am waiting.,True
27086,Riven,The Light-,True
27087,Riven,- is defined by darkness.,True
27088,Riven,"Leave me, demon.",True
27089,Riven,I will not be broken.,True
27090,Riven,Battle is my destiny.,True
27091,Riven,Order and virtue guide my blade.,True
27092,Riven,The sound and fury will fade to nothing.,True
27093,Riven,"Illuminate chaos, and nothing remains.",True
27094,Riven,We fight as one.,True
27095,Riven,He is his own master - but also his slave.,True
27096,Riven,Order offers sanctuary.,True
27097,Riven,This world balances on the edge of my blade.,True
27098,Riven,Night conceals weakness.,True
27099,Riven,"Together, we will humble the universe.",True
27100,Riven,Chaos begets chaos.,True
27101,Riven,Order will conquer all.,True
27102,Riven,True strength arises from conviction.,True
27103,Riven,I will bind them all.,True
27104,Riven,"My blade, my promise.",True
27105,Riven,The blade does not forgive.,True
27106,Riven,The dawn comes for everyone.,True
27107,Riven,My belief is absolute.,True
27108,Riven,Follow and win.,True
27109,Riven,The dawn will triumph.,True
27110,Riven,The light reaches all.,True
27111,Riven,The demon seeks to break you.,True
27112,Riven,Darkness fades away. I will expose its weakness.,True
27113,Riven,The universe waits for absolution.,True
27114,Riven,Despair is the colour of darkness.,True
27115,Riven,"Bring them to me, drive them into the Light.",True
27116,Riven,I will rise above the shadows.,True
27117,Riven,The dawn is coming.,True
27118,Riven,All paths lead to the Light.,True
27119,Riven,I do not regret that which must be done.,True
27120,Riven,"From true conviction, radiance.",True
27121,Riven,My truth is unbreakable.,True
27122,Riven,Only within the Light can we know love.,True
27123,Riven,I will light the sky with my blade.,True
27124,Riven,Chaos offers false freedom.,True
27125,Riven,He will kneel before the Light.,True
27126,Riven,"Chaos does not seek friends, he seeks annihilation.",True
27127,Riven,"Let us dance, demon.",True
27128,Riven,"You are... dangerous, but I am more.",True
27129,Riven,Can your flames burn away your fear?,True
27130,Riven,The Light reveals the limits of darkness.,True
27131,Riven,Your freedom is meaningless without me.,True
27132,Riven,Our conflict is the crucible of existence.,True
27133,Riven,You cower in darkness.,True
27134,Riven,"We are not meant for perfection, angel.",True
27135,Riven,I will live. You will kneel.,True
27136,Riven,No. You will break.,True
27138,Riven,You and I are from a time before memory.,True
27139,Riven,A memory is all you will be.,True
27140,Riven,Your true self hides behind a wall of anguish.,True
27141,Riven,I am the blade of the dawn.,True
27142,Riven,A golden host behind me.,True
27143,Riven,A new era dawns.,True
27144,Riven,Harmony is the truth that binds us.,True
27145,Riven,The Light does not fear shadow.,True
27146,Riven,Order raises all to the Light.,True
27147,Riven,I move in radiance.,True
27148,Riven,The universe weeps at the Light's perfection.,True
27149,Riven,"You wander, lost in your own darkness.",True
27150,Riven,How should I greet thee?,True
27151,Riven,With silence and tears.,True
27152,Riven,The sword outwears the sheath.,True
27153,Riven,And the soul wears out the breast.,True
27154,Riven,No more words. Let the blade decide.,True
27155,Riven,What is chaos but a plea for order?,True
27157,Riven,Order has forsaken you.,True
27158,Riven,Darkness muddles your mind.,True
27160,Riven,"Oh, not again... ah, that's better.",True
27161,Riven,"Oh, ugh, not again... that's better.",True
27162,Riven,Laughter raises us above the dark.,True
27163,Riven,Dim humour is the sign of a dark soul.,True
27175,Riven,Our blades rise as one.,True
27176,Riven,Darkness falls by my blade.,True
27177,Riven,Freedom is conquered.,True
27178,Riven,Fight.,True
27179,Riven,I will control you.,True
27180,Riven,Dawn sheds the night.,True
27181,Riven,Make firm your resolve.,True
27182,Riven,Your confidence trembles.,True
27183,Riven,Be still while I redeem you.,True
27184,Riven,I will release you from fear.,True
27185,Riven,Emotion controls you.,True
27186,Riven,The dark fears me.,True
27187,Riven,Find conviction or fall.,True
27188,Riven,You will be lost in the darkness.,True
27189,Riven,Fight your fears. Face me.,True
27190,Riven,Come into the Light.,True
27191,Riven,Find peace in the Light.,True
27192,Riven,Dissenters kneel before the Light.,True
27193,Riven,Your chaos will consume you.,True
27194,Riven,Chaos deceives; order is truth.,True
27195,Riven,Decide who you are.,True
27196,Riven,Cowardice will be the first to fall.,True
27197,Riven,Distrust maligns the spirit.,True
27198,Riven,I will deliver you from chaos.,True
27199,Riven,Your determination wavers.,True
27200,Riven,Disorder will beg forgiveness.,True
27201,Riven,There is doubt within you.,True
27202,Riven,No regrets.,True
27203,Riven,The shining blade is my soul.,True
27204,Riven,I bring the dawn.,True
27205,Riven,I am the light that splits the night.,True
27206,Riven,Strength together.,True
27207,Riven,I will cut the darkness from your heart.,True
27208,Riven,Another rebellion to vanquish.,True
27209,Riven,Conflict is our only fate.,True
27210,Riven,Light's perfection guides me.,True
27211,Riven,You cannot fracture the Light.,True
27212,Riven,Cast aside your shadows.,True
27213,Riven,You deny your desolation?,True
27214,Riven,Darkness is a fool's solace.,True
27215,Riven,Give in to harmony.,True
27216,Riven,The darkness will not have me.,True
27217,Riven,The Light reveals truth.,True
27218,Riven,What is broken will reform.,True
27219,Riven,You need me.,True
27220,Riven,"Do not test me, demon.",True
27221,Riven,You mistake chaos for freedom.,True
27222,Riven,Your chaos is... ill-considered.,True
27223,Riven,You abandoned your soul... for darkness.,True
27224,Riven,"Flee, fiend.",True
27225,Riven,Yours is a hopeless eternity.,True
27226,Riven,Discord will be bound in harmony.,True
27227,Riven,You fear dependence. You fear love.,True
27228,Riven,The blade. My soul.,True
27229,Riven,Summon your courage.,True
27230,Riven,I will absolve you.,True
27231,Riven,Embrace the Light.,True
27232,Riven,The Light eternal.,True
27233,Riven,You fear the Light. Good.,True
27234,Riven,Give your soul to the Light.,True
27235,Riven,Chaos will burn your soul to ash.,True
27236,Riven,Faith in the Light.,True
27237,Riven,Harness conviction.,True
27238,Riven,The universe needs order.,True
27239,Riven,I am the breath.,True
27240,Riven,I am the quiet.,True
27241,Riven,I am the storm.,True
27242,Riven,I am order.,True
27243,Riven,My conviction is as deadly as my blade.,True
27244,Riven,The damaged are the most dangerous.,True
27245,Riven,Your soul stands revealed.,True
27246,Riven,Your words echo into nothing.,True
27247,Riven,The Light prevails.,True
27248,Riven,Your weakness is my strength.,True
27249,Riven,"By my sword, perfection.",True
27250,Riven,Hope needs no shield.,True
27251,Riven,The light does not require you.,True
27252,Riven,I will bind his legion of chaos.,True
27253,Riven,Liberation from the darkness.,True
27254,Riven,All kneel - eventually.,True
27255,Riven,Fractured purpose is lethal.,True
27256,Riven,Take refuge in death.,True
27257,Riven,You are redeemed.,True
27258,Riven,You chose a side. It failed you.,True
27259,Riven,Chaos no longer haunts you.,True
27260,Riven,All will bend to the light.,True
27261,Riven,Order tempers all souls.,True
27262,Riven,The most noble expression is civility.,True
27263,Riven,Chaos forfeits.,True
27264,Riven,Order remains intact.,True
27265,Riven,Reason strikes down emotion.,True
27266,Riven,Death has made your spirit whole.,True
27267,Riven,Your self-reliance was foolish.,True
27268,Riven,There is order to mortality.,True
27269,Riven,Dawn triumphs.,True
27270,Riven,"From certainty, we triumph.",True
27271,Riven,So do the dark in soul expire.,True
27272,Riven,I have saved you from the darkness.,True
27273,Riven,Everything must come to an end.,True
27275,Riven,There is no demon who can stand against the Light.,True
27278,Riven,Eternal night fades before me.,True
27279,Riven,Fear has betrayed you.,True
27280,Riven,Why seek me if you didn't wish to be made whole?,True
27281,Riven,"Know your enemy, know their blade.",True
27282,Riven,How bright is darkness?,True
27283,Riven,Is not the past all shadow?,True
27284,Riven,'tis time this heart should be unmoved.,True
27285,Riven,"They know not I knew thee, who knew thee too well.",True
27286,Riven,Colder thy kiss.,True
27287,Riven,Know the Light.,True
27288,Riven,"Soon, the Light will bind them all.",True
27289,Riven,The Light binds all blades.,True
27290,Riven,Fight back against the darkness.,True
27291,Riven,The Light will triumph.,True
27292,Riven,The future is bathed in brilliance.,True
27293,Riven,"Without order, the universe is nothing.",True
27294,Riven,Joyous is a life lived in the Light.,True
27295,Riven,Order reveals opportunity.,True
27296,Riven,Their faith falters.,True
27297,Riven,Only the Light remains.,True
27298,Riven,Life is duty.,True
27299,Riven,Nothing lasts forever.,True
27300,Riven,The broken in spirit crumble easily.,True
27301,Riven,Order and light.,True
27302,Riven,The Light conquers all.,True
27303,Riven,You are lost no longer.,True
27304,Riven,All shadows fall before me.,True
27305,Riven,The universe craves order.,True
27306,Riven,The Light fears no darkness.,True
27309,Riven,Those who live in shadow cannot dream of light.,True
27310,Riven,Chaos into order. Motion into stillness.,True
27312,Riven,"On wings of light, we rise.",True
27313,Riven,A new light dawns above this world.,True
27314,Riven,Order illuminates greatness.,True
27315,Riven,Light nourishes my soul.,True
27317,Riven,A vision of light will redeem us all.,True
27318,Riven,They cannot hide from the Light.,True
27319,Riven,Dawn reveals all that is hidden.,True
27320,Riven,All will see.,True
27321,Riven,They will all know the Light.,True
27322,Riven,Darkness lurks. I will find him.,True
27323,Riven,They hide from order.,True
27324,Riven,The darkness has fled.,True
27325,Riven,Light is coming.,True
27326,Riven,Rejoice in the Light.,True
27327,Riven,Never regret that which must be done.,True
27328,Riven,"Chaos is a momentary trial, nothing more.",True
27330,Riven,Chaos divides us only for a moment.,True
27331,Riven,We will meet again.,True
27332,Riven,This is not over.,True
27333,Riven,"What the fire does not consume, will consume the fire.",True
27334,Riven,We only have to open our eyes to the Light.,True
27335,Riven,I know what I am.,True
27336,Riven,Darkness has led me astray... he will pay.,True
27337,Rumble,Let's get in the fight!,True
27338,Rumble,Alright... I'm going.,True
27339,Rumble,Who wants a piece of this?,True
27340,Rumble,Who you callin' little?,True
27341,Rumble,You don't have to tell me twice.,True
27342,Rumble,Revved up!,True
27343,Rumble,"Alright, I'm going.",True
27344,Rumble,Ever looked up to a yordle?,True
27345,Rumble,Hold 'er steady.,True
27346,Rumble,Now we're cookin'.,True
27347,Rumble,"Come on, I'm not even holding the controls!",True
27348,Rumble,Tristy collapses as Rumble tries to speak so he kicks her and then hops back on.,False
27349,Rumble,"Bandle City! Oops, forgot the clutch.",True
27350,Rumble,Turbo on--- ! Uh... woah--- ! Just needs a little kick start there.,True
27351,Rumble,Rumble laughs.,False
27359,Rumble,This is gonna be bumpy.,True
27360,Rumble,Time for a Bandle City beatdown.,True
27361,Rumble,"Baby, don't fail me now!",True
27362,Rumble,Ready for round two.,True
27363,Rumble,Thought you'd never ask.,True
27364,Rumble,"The bigger they are, the harder I hit 'em.",True
27365,Rumble,"Hot hot hot hot hot hot hot! Ooh, aah!",True
27366,Rumble,Hot hot hot! Oh! Ah! Hot hot hot hot hot!,True
27367,Rumble,Warning!,True
27368,Rumble,Rumble exhales in relief.,False
27384,Rumble,"Rebuilt, re-calibrated, recharged.",True
27385,Rumble,I'm all steel and style!,True
27386,Rumble,I've got everyone's back.,True
27387,Rumble,"Can't stop, won't stop.",True
27388,Rumble,All you need is hope. And a giant metal suit.,True
27389,Rumble,"Knock me down, I'll get right back up.",True
27390,Rumble,Rev up and roll out!,True
27391,Rumble,My fuel is fighting spirit.,True
27392,Rumble,Good guy? More like best guy.,True
27393,Rumble,Heroes don't die; they're reborn as legends.,True
27394,Rumble,I'll show them what yordles are worth.,True
27395,Rumble,Set sights on the sky.,True
27396,Rumble,All systems set to awesome!,True
27397,Rumble,They call me the Mighty Rumble. Maybe you've heard of me.,True
27398,Rumble,"Too much is my middle name! That's right, I have two middle names.",True
27399,Rumble,Nothing can stop me! Not even a wall of tigers with smaller tigers for teeth!,True
27400,Rumble,This is how a yordle rolls!,True
27408,Rumble,Challenge added to my challenge collection!,True
27409,Rumble,The fire in a yordle's heart never burns out!,True
27410,Rumble,I don't know how to be afraid!,True
27411,Rumble,Caution is for cautious people!,True
27412,Rumble,"Obstacle, prepare to be obliterated!",True
27413,Rumble,Lets launch over it!,True
27414,Rumble,Just watch me!,True
27415,Rumble,Just who do you think I am?,True
27416,Rumble,This one's for Bandle City!,True
27417,Rumble,I've done about six impossible things today... so far!,True
27418,Rumble,Push it 'till the limit breaks!,True
27419,Rumble,Pierce the sky and punch the stars!,True
27420,Rumble,I am the max.,True
27421,Rumble,"When darkness closes in, drill right through it!",True
27422,Rumble,Feel my fury with your skin and face!,True
27423,Rumble,Super Galaxy Punishment Delivery Mode!,True
27428,Rumble,Rising Yordle Phoenix Fire!,True
27429,Rumble,Fiery Spirit of the Yordle Inferno!,True
27430,Rumble,Hyper Flamespitter!,True
27431,Rumble,Spinning Flames of Fury!,True
27436,Rumble,Galactic Hyper Barrier!,True
27437,Rumble,Audacious Bravery Shield!,True
27438,Rumble,Courageous Giga-Guard!,True
27443,Rumble,Zap Action!,True
27444,Rumble,Turbo Shock Rockets!,True
27445,Rumble,Explosive Face-Melter!,True
27446,Rumble,Blammo Torpedo!,True
27447,Rumble,Drills of Defiance!,True
27448,Rumble,Rain of Obliteration!,True
27449,Rumble,Super Galaxy Comeback Breaker!,True
27450,Rumble,Flaming Drill Finale!,True
27455,Rumble,Cross-Space Hyper Travel Mode!,True
27456,Rumble,Transdimensional Teleportation go!,True
27457,Rumble,Universe-Splitting Mega Rescue Super Ability!,True
27458,Rumble,Reality-Bending Dramatic Entrance!,True
27459,Rumble,"How d'ya like me now, Tristana?",True
27460,Rumble,"I'll always come back for you, Tristana.",True
27461,Rumble,"Let's make fireworks, baby.",True
27462,Rumble,A portion of his login screen music plays.,False
27468,Ryze,A step ahead of cataclysm.,True
27469,Ryze,Fine.,True
27470,Ryze,"""I find the runes so they won't be found by someone else - or some ",False
27471,Ryze,".""",False
27472,Ryze,The things I've seen in the dark corners of Runeterra are better left unseen.,True
27473,Ryze,"Things to do today: find food, build shelter, fix the world.",True
27474,Ryze,"I sense another rune, but where?",True
27475,Ryze,Can we make this quick? I have some place to be!,True
27476,Ryze,"If I sound rude, it's because I've got a world to save.",True
27477,Ryze,These runes are not for eyes such as yours.,True
27478,Ryze,They know so little of the world they traverse.,True
27479,Ryze,"Ah, Runeterrans. So endearing, so foolish.",True
27480,Ryze,I work alone. Company weighs me down.,True
27481,Ryze,What's on my back? That's not your concern.,True
27482,Ryze,Knowledge is a real weapon.,True
27483,Ryze,Every rune I find is another day we live.,True
27484,Ryze,"Blessing or curse, what's the difference?",True
27485,Ryze,They have forgotten the fires that forged this world.,True
27486,Ryze,You know what I could use? An ale.,True
27487,Ryze,They want to read my scroll. It'll be the last thing they read.,True
27488,Ryze,"I could tell you what's on this scroll, but then I'd have to obliterate you.",True
27489,Ryze,The wise seek to contain power.,True
27490,Ryze,I dream in nightmares of the past.,True
27491,Ryze,None are worthy of my task... even me.,True
27492,Ryze,Everyone is doomed to repeat history. That's where I come in.,True
27493,Ryze,I've heard entire nations go silent.,True
27494,Ryze,"I may fail, but I won't quit.",True
27495,Ryze,"Trust no-one, especially those who seek power.",True
27496,Ryze,Just once I'd like a good night's sleep.,True
27497,Ryze,Their minds couldn't handle what my eyes have seen.,True
27498,Ryze,I care about these mortals. That's why I keep them at arm's length.,True
27499,Ryze,"In an instant, all could be gone.",True
27500,Ryze,I long for the day when this is all over.,True
27501,Ryze,Some stones are best left unturned.,True
27502,Ryze,Everyone wants to chat when you're busy saving the world.,True
27503,Ryze,Terrible things are afoot.,True
27504,Ryze,You know what I miss? Standing still.,True
27505,Ryze,All that binds this world is will.,True
27506,Ryze,Magic dooms us... but perhaps it can save us.,True
27507,Ryze,Do not walk through history. Run.,True
27508,Ryze,Power changes everyone.,True
27509,Ryze,One can only hold all this power for so long.,True
27510,Ryze,"If I had a rune for every mile I've run, I'd be done running.",True
27511,Ryze,You want to help? Get out of the way.,True
27512,Ryze,I remember when only one world weighed on my shoulders.,True
27513,Ryze,"When I've found them all, I'll fade away.",True
27514,Ryze,"If I fall, the scroll must be destroyed.",True
